date,event,home,away,predictedWinner,actualWinner,winner_correct,predictedSpread,casinoSpread,casinoFavoredTeamName,predictedTotal,casinoTotal,kalshi_pick_close,kalshi_opp_close,kalshi_pick_result
2026-06-17,KXMLBGAME-26JUN172140PITATH,Oakland Athletics,Pittsburgh Pirates,Pittsburgh Pirates,Pittsburgh Pirates,1,-4,1.5,Pittsburgh Pirates,8,10.5,0.555,0.455,yes
2026-06-17,KXMLBGAME-26JUN172140BALSEA,Seattle Mariners,Baltimore Orioles,Seattle Mariners,Baltimore Orioles,0,2,-1.5,Seattle Mariners,6,7.5,0.555,0.455,no
2026-06-17,KXMLBGAME-26JUN172005COLCHC,Chicago Cubs,Colorado Rockies,Chicago Cubs,Chicago Cubs,1,2,-1.5,Chicago Cubs,4,10,0.655,0.355,yes
2026-06-17,KXMLBGAME-26JUN171940CLEMIL,Milwaukee Brewers,Cleveland Guardians,Milwaukee Brewers,Milwaukee Brewers,1,1,-1.5,Milwaukee Brewers,7,7.5,0.535,0.46499999999999997,yes
2026-06-17,KXMLBGAME-26JUN171905CWSNYY,New York Yankees,Chicago White Sox,New York Yankees,New York Yankees,1,3,-1.5,New York Yankees,7,8.5,0.615,0.385,yes
2026-06-17,KXMLBGAME-26JUN171915SFATL,Atlanta Braves,San Francisco Giants,Atlanta Braves,San Francisco Giants,0,2,,,6,,0.565,0.435,no
2026-06-17,KXMLBGAME-26JUN171845TORBOS,Boston Red Sox,Toronto Blue Jays,Toronto Blue Jays,Toronto Blue Jays,1,-3,-1.5,Boston Red Sox,7,9.5,0.475,0.535,yes
2026-06-17,KXMLBGAME-26JUN171540LAAAZ,Arizona Diamondbacks,Los Angeles Angels,Los Angeles Angels,Arizona Diamondbacks,0,-1,-1.5,Arizona Diamondbacks,5,9,0.385,0.615,no
2026-06-17,KXMLBGAME-26JUN171510TBLAD,Los Angeles Dodgers,Tampa Bay Rays,Los Angeles Dodgers,Los Angeles Dodgers,1,1,-1.5,Los Angeles Dodgers,3,7,0.595,0.405,yes
2026-06-17,KXMLBGAME-26JUN171410DETHOU,Houston Astros,Detroit Tigers,Detroit Tigers,Houston Astros,0,-1,1.5,Detroit Tigers,3,8.5,0.505,0.495,no
2026-06-17,KXMLBGAME-26JUN171415SDSTL,St. Louis Cardinals,San Diego Padres,San Diego Padres,San Diego Padres,1,-2,-1.5,St. Louis Cardinals,6,10,0.455,0.545,yes
2026-06-17,KXMLBGAME-26JUN171305MIAPHI,Philadelphia Phillies,Miami Marlins,Miami Marlins,Miami Marlins,1,-1,1.5,Miami Marlins,5,9.5,0.475,0.525,yes
2026-06-17,KXMLBGAME-26JUN171305KCWSH,Washington Nationals,Kansas City Royals,Washington Nationals,Kansas City Royals,0,2,-1.5,Washington Nationals,8,10.5,0.555,0.455,no
2026-06-17,KXMLBGAME-26JUN171240NYMCIN,Cincinnati Reds,New York Mets,New York Mets,New York Mets,1,-4,1.5,New York Mets,8,9,0.555,0.445,yes
2026-06-16,KXMLBGAME-26JUN162210TBLAD,Los Angeles Dodgers,Tampa Bay Rays,Los Angeles Dodgers,Los Angeles Dodgers,1,2,-1.5,Los Angeles Dodgers,4,8,0.575,0.425,yes
2026-06-16,KXMLBGAME-26JUN162140LAAAZ,Arizona Diamondbacks,Los Angeles Angels,Los Angeles Angels,Los Angeles Angels,1,-2,1.5,Los Angeles Angels,8,8.5,0.495,0.505,yes
2026-06-16,KXMLBGAME-26JUN162140BALSEA,Seattle Mariners,Baltimore Orioles,Seattle Mariners,Seattle Mariners,1,1,-1.5,Seattle Mariners,3,7.5,0.585,0.415,yes
2026-06-16,KXMLBGAME-26JUN162140PITATH,Oakland Athletics,Pittsburgh Pirates,Pittsburgh Pirates,Pittsburgh Pirates,1,-2,-1.5,Oakland Athletics,10,11,0.435,0.565,yes
2026-06-16,KXMLBGAME-26JUN162005MINTEX,Texas Rangers,Minnesota Twins,Texas Rangers,Minnesota Twins,0,2,-1.5,Texas Rangers,6,8.5,0.545,0.455,no
2026-06-16,KXMLBGAME-26JUN162005COLCHC,Chicago Cubs,Colorado Rockies,Chicago Cubs,Colorado Rockies,0,4,-1.5,Chicago Cubs,8,10,0.665,0.345,no
2026-06-16,KXMLBGAME-26JUN162010DETHOU,Houston Astros,Detroit Tigers,Houston Astros,Houston Astros,1,2,-1.5,Houston Astros,8,8.5,0.615,0.385,yes
2026-06-16,KXMLBGAME-26JUN161945SDSTL,St. Louis Cardinals,San Diego Padres,St. Louis Cardinals,St. Louis Cardinals,1,2,1.5,San Diego Padres,6,8,0.525,0.475,yes
2026-06-16,KXMLBGAME-26JUN161940CLEMIL,Milwaukee Brewers,Cleveland Guardians,Cleveland Guardians,Milwaukee Brewers,0,-3,-1.5,Milwaukee Brewers,13,8,0.415,0.585,no
2026-06-16,KXMLBGAME-26JUN161915SFATL,Atlanta Braves,San Francisco Giants,Atlanta Braves,San Francisco Giants,0,4,-1.5,Atlanta Braves,8,9,0.615,0.385,no
2026-06-16,KXMLBGAME-26JUN161910NYMCIN,Cincinnati Reds,New York Mets,Cincinnati Reds,Cincinnati Reds,1,2,1.5,New York Mets,10,10,0.475,0.525,yes
2026-06-16,KXMLBGAME-26JUN161905CWSNYY,New York Yankees,Chicago White Sox,New York Yankees,New York Yankees,1,1,-1.5,New York Yankees,3,8,0.575,0.425,yes
2026-06-16,KXMLBGAME-26JUN161845TORBOS,Boston Red Sox,Toronto Blue Jays,Toronto Blue Jays,Toronto Blue Jays,1,-2,1.5,Toronto Blue Jays,4,7.5,0.525,0.475,yes
2026-06-16,KXMLBGAME-26JUN161845KCWSH,Washington Nationals,Kansas City Royals,Kansas City Royals,Washington Nationals,0,-4,-1.5,Washington Nationals,8,8.5,0.445,0.565,no
2026-06-16,KXMLBGAME-26JUN161840MIAPHI,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,Philadelphia Phillies,1,1,-1.5,Philadelphia Phillies,5,8.5,0.615,0.385,yes
2026-06-15,KXMLBGAME-26JUN152210TBLAD,Los Angeles Dodgers,Tampa Bay Rays,Tampa Bay Rays,Los Angeles Dodgers,0,-3,-1.5,Los Angeles Dodgers,11,9.5,0.375,0.625,no
2026-06-15,KXMLBGAME-26JUN152140LAAAZ,Arizona Diamondbacks,Los Angeles Angels,Los Angeles Angels,Arizona Diamondbacks,0,-3,-1.5,Arizona Diamondbacks,7,9,0.445,0.565,no
2026-06-15,KXMLBGAME-26JUN152140PITATH,Oakland Athletics,Pittsburgh Pirates,Pittsburgh Pirates,Oakland Athletics,0,-1,-1.5,Oakland Athletics,7,10,0.46499999999999997,0.535,no
2026-06-15,KXMLBGAME-26JUN152005COLCHC,Chicago Cubs,Colorado Rockies,Chicago Cubs,Chicago Cubs,1,4,-1.5,Chicago Cubs,10,9.5,0.665,0.335,yes
2026-06-15,KXMLBGAME-26JUN152005MINTEX,Texas Rangers,Minnesota Twins,Minnesota Twins,Minnesota Twins,1,-1,-1.5,Texas Rangers,5,8.5,0.415,0.585,yes
2026-06-15,KXMLBGAME-26JUN152010DETHOU,Houston Astros,Detroit Tigers,Detroit Tigers,Detroit Tigers,1,-1,-1.5,Houston Astros,3,9,0.475,0.525,yes
2026-06-15,KXMLBGAME-26JUN151945SDSTL,St. Louis Cardinals,San Diego Padres,San Diego Padres,St. Louis Cardinals,0,-1,-1.5,St. Louis Cardinals,5,8.5,0.405,0.595,no
2026-06-15,KXMLBGAME-26JUN151910NYMCIN,Cincinnati Reds,New York Mets,Cincinnati Reds,Cincinnati Reds,1,1,-1.5,Cincinnati Reds,3,9,0.555,0.445,yes
2026-06-15,KXMLBGAME-26JUN151845KCWSH,Washington Nationals,Kansas City Royals,Washington Nationals,Washington Nationals,1,1,-1.5,Washington Nationals,7,9,0.555,0.445,yes
2026-06-15,KXMLBGAME-26JUN151840MIAPHI,Philadelphia Phillies,Miami Marlins,Philadelphia Phillies,Philadelphia Phillies,1,3,-1.5,Philadelphia Phillies,5,8,0.645,0.355,yes
2026-06-14,KXMLBGAME-26JUN141920TEXBOS,Boston Red Sox,Texas Rangers,Texas Rangers,Texas Rangers,1,-1,1.5,Texas Rangers,5,9.5,0.485,0.525,yes
2026-06-14,KXMLBGAME-26JUN141607TBLAA,Los Angeles Angels,Tampa Bay Rays,Tampa Bay Rays,Tampa Bay Rays,1,-2,1.5,Tampa Bay Rays,8,9,0.535,0.46499999999999997,yes
2026-06-14,KXMLBGAME-26JUN141510CHCSF,San Francisco Giants,Chicago Cubs,Chicago Cubs,San Francisco Giants,0,-1,-1.5,San Francisco Giants,3,8.5,0.455,0.555,no
2026-06-14,KXMLBGAME-26JUN141505COLATH,Oakland Athletics,Colorado Rockies,Oakland Athletics,Colorado Rockies,0,2,-1.5,Oakland Athletics,10,14,0.645,0.355,no
2026-06-14,KXMLBGAME-26JUN141410HOUKC,Kansas City Royals,Houston Astros,Houston Astros,Kansas City Royals,0,-2,1.5,Houston Astros,4,8.5,0.475,0.525,no
2026-06-14,KXMLBGAME-26JUN141410STLMIN,Minnesota Twins,St. Louis Cardinals,St. Louis Cardinals,Minnesota Twins,0,-1,1.5,St. Louis Cardinals,5,9.5,0.495,0.505,no
2026-06-14,KXMLBGAME-26JUN141410LADCWS,Chicago White Sox,Los Angeles Dodgers,Los Angeles Dodgers,Chicago White Sox,0,0,1.5,Los Angeles Dodgers,6,9.5,0.645,0.355,no
2026-06-14,KXMLBGAME-26JUN141410PHIMIL,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,Milwaukee Brewers,1,1,1.5,Philadelphia Phillies,3,7,0.46499999999999997,0.535,yes
2026-06-14,KXMLBGAME-26JUN141337NYYTOR,Toronto Blue Jays,New York Yankees,New York Yankees,New York Yankees,1,-5,1.5,New York Yankees,7,8.5,0.545,0.455,yes
2026-06-14,KXMLBGAME-26JUN141335SDBAL,Baltimore Orioles,San Diego Padres,San Diego Padres,San Diego Padres,1,-4,-1.5,Baltimore Orioles,8,10.5,0.445,0.565,yes
2026-06-14,KXMLBGAME-26JUN141340ATLNYM,New York Mets,Atlanta Braves,Atlanta Braves,New York Mets,0,-1,-1.5,New York Mets,3,8.5,0.46499999999999997,0.535,no
2026-06-14,KXMLBGAME-26JUN141340AZCIN,Cincinnati Reds,Arizona Diamondbacks,Cincinnati Reds,Arizona Diamondbacks,0,2,1.5,Arizona Diamondbacks,8,10,0.485,0.515,no
2026-06-14,KXMLBGAME-26JUN141335SEAWSH,Washington Nationals,Seattle Mariners,Seattle Mariners,Washington Nationals,0,-2,1.5,Seattle Mariners,4,10.5,0.545,0.455,no
2026-06-14,KXMLBGAME-26JUN141215MIAPIT,Pittsburgh Pirates,Miami Marlins,Pittsburgh Pirates,Miami Marlins,0,1,-1.5,Pittsburgh Pirates,3,7,0.595,0.415,no
2026-06-13,KXMLBGAME-26JUN132207TBLAA,Los Angeles Angels,Tampa Bay Rays,Tampa Bay Rays,Los Angeles Angels,0,-3,1.5,Tampa Bay Rays,5,8,0.515,0.485,no
2026-06-13,KXMLBGAME-26JUN132205COLATH,Oakland Athletics,Colorado Rockies,Oakland Athletics,Oakland Athletics,1,3,-1.5,Oakland Athletics,9,14.5,0.585,0.415,yes
2026-06-13,KXMLBGAME-26JUN132205CHCSF,San Francisco Giants,Chicago Cubs,Chicago Cubs,Chicago Cubs,1,-1,1.5,Chicago Cubs,3,8,0.525,0.475,yes
2026-06-13,KXMLBGAME-26JUN131910HOUKC,Kansas City Royals,Houston Astros,Houston Astros,Houston Astros,1,-2,-1.5,Kansas City Royals,6,9.5,0.455,0.555,yes
2026-06-13,KXMLBGAME-26JUN131910PHIMIL,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,Philadelphia Phillies,0,1,-1.5,Milwaukee Brewers,9,8.5,0.605,0.395,no
2026-06-13,KXMLBGAME-26JUN131605SEAWSH,Washington Nationals,Seattle Mariners,Seattle Mariners,Washington Nationals,0,-2,1.5,Seattle Mariners,6,9,0.485,0.525,no
2026-06-13,KXMLBGAME-26JUN131605SDBAL,Baltimore Orioles,San Diego Padres,San Diego Padres,San Diego Padres,1,-3,-1.5,Baltimore Orioles,7,10.5,0.475,0.525,yes
2026-06-13,KXMLBGAME-26JUN131610TEXBOS,Boston Red Sox,Texas Rangers,Boston Red Sox,Boston Red Sox,1,1,-1.5,Boston Red Sox,3,7.5,0.535,0.46499999999999997,yes
2026-06-13,KXMLBGAME-26JUN131605MIAPIT,Pittsburgh Pirates,Miami Marlins,Miami Marlins,Pittsburgh Pirates,0,-4,1.5,Miami Marlins,8,9.5,0.485,0.515,no
2026-06-13,KXMLBGAME-26JUN131610LADCWS,Chicago White Sox,Los Angeles Dodgers,Los Angeles Dodgers,Los Angeles Dodgers,1,-3,1.5,Los Angeles Dodgers,5,8.5,0.655,0.345,yes
2026-06-13,KXMLBGAME-26JUN131610ATLNYM,New York Mets,Atlanta Braves,Atlanta Braves,Atlanta Braves,1,-5,1.5,Atlanta Braves,7,8.5,0.495,0.515,yes
2026-06-13,KXMLBGAME-26JUN131610AZCIN,Cincinnati Reds,Arizona Diamondbacks,Arizona Diamondbacks,Cincinnati Reds,0,-3,1.5,Arizona Diamondbacks,7,9.5,0.575,0.425,no
2026-06-13,KXMLBGAME-26JUN131610DETCLE,Cleveland Guardians,Detroit Tigers,Detroit Tigers,Cleveland Guardians,0,-2,1.5,Detroit Tigers,6,7.5,0.565,0.435,no
2026-06-13,KXMLBGAME-26JUN131507NYYTOR,Toronto Blue Jays,New York Yankees,New York Yankees,New York Yankees,1,-1,1.5,New York Yankees,5,7.5,0.525,0.475,yes
2026-06-13,KXMLBGAME-26JUN131410STLMIN,Minnesota Twins,St. Louis Cardinals,St. Louis Cardinals,St. Louis Cardinals,1,-1,1.5,St. Louis Cardinals,7,9.5,0.515,0.495,yes
2026-06-12,KXMLBGAME-26JUN122215CHCSF,San Francisco Giants,Chicago Cubs,San Francisco Giants,Chicago Cubs,0,1,-1.5,San Francisco Giants,7,8.5,0.545,0.46499999999999997,no
2026-06-12,KXMLBGAME-26JUN122205COLATH,Oakland Athletics,Colorado Rockies,Oakland Athletics,Oakland Athletics,1,4,-1.5,Oakland Athletics,6,14,0.665,0.335,yes
2026-06-12,KXMLBGAME-26JUN122138TBLAA,Los Angeles Angels,Tampa Bay Rays,Tampa Bay Rays,Los Angeles Angels,0,-2,1.5,Tampa Bay Rays,4,9,0.605,0.405,no
2026-06-12,KXMLBGAME-26JUN122010HOUKC,Kansas City Royals,Houston Astros,Houston Astros,Houston Astros,1,-1,1.5,Houston Astros,5,9.5,0.505,0.495,yes
2026-06-12,KXMLBGAME-26JUN122010STLMIN,Minnesota Twins,St. Louis Cardinals,Minnesota Twins,Minnesota Twins,1,4,-1.5,Minnesota Twins,6,9,0.555,0.445,yes
2026-06-12,KXMLBGAME-26JUN121937NYYTOR,Toronto Blue Jays,New York Yankees,New York Yankees,Toronto Blue Jays,0,-3,-1.5,Toronto Blue Jays,5,8,0.495,0.515,no
2026-06-12,KXMLBGAME-26JUN121940PHIMIL,Milwaukee Brewers,Philadelphia Phillies,Milwaukee Brewers,Milwaukee Brewers,1,3,-1.5,Milwaukee Brewers,7,7.5,0.685,0.315,yes
2026-06-12,KXMLBGAME-26JUN121940LADCWS,Chicago White Sox,Los Angeles Dodgers,Los Angeles Dodgers,Chicago White Sox,0,-5,1.5,Los Angeles Dodgers,7,9,0.585,0.415,no
2026-06-12,KXMLBGAME-26JUN121910DETCLE,Cleveland Guardians,Detroit Tigers,Cleveland Guardians,Cleveland Guardians,1,1,1.5,Detroit Tigers,5,8.5,0.535,0.475,yes
2026-06-12,KXMLBGAME-26JUN121915ATLNYM,New York Mets,Atlanta Braves,Atlanta Braves,New York Mets,0,-2,-1.5,New York Mets,4,8,0.46499999999999997,0.535,no
2026-06-12,KXMLBGAME-26JUN121910TEXBOS,Boston Red Sox,Texas Rangers,Boston Red Sox,Boston Red Sox,1,1,-1.5,Boston Red Sox,5,8.5,0.555,0.455,yes
2026-06-12,KXMLBGAME-26JUN121905SDBAL,Baltimore Orioles,San Diego Padres,Baltimore Orioles,Baltimore Orioles,1,1,-1.5,Baltimore Orioles,9,9.5,0.545,0.455,yes
2026-06-12,KXMLBGAME-26JUN121915AZCIN,Cincinnati Reds,Arizona Diamondbacks,Arizona Diamondbacks,Arizona Diamondbacks,1,-1,1.5,Arizona Diamondbacks,5,10,0.495,0.515,yes
2026-06-12,KXMLBGAME-26JUN121840MIAPIT,Pittsburgh Pirates,Miami Marlins,Pittsburgh Pirates,Miami Marlins,0,4,-1.5,Pittsburgh Pirates,8,8.5,0.565,0.435,no
2026-06-12,KXMLBGAME-26JUN121845SEAWSH,Washington Nationals,Seattle Mariners,Seattle Mariners,Seattle Mariners,1,-2,1.5,Seattle Mariners,6,9.5,0.565,0.435,yes
2026-06-11,KXMLBGAME-26JUN111940ATLCWS,Chicago White Sox,Atlanta Braves,Atlanta Braves,Atlanta Braves,1,-4,1.5,Atlanta Braves,8,8.5,0.525,0.485,scalar
2026-06-11,KXMLBGAME-26JUN111905SEABAL,Baltimore Orioles,Seattle Mariners,Seattle Mariners,Baltimore Orioles,0,-1,1.5,Seattle Mariners,7,8.5,0.515,0.495,no
2026-06-11,KXMLBGAME-26JUN111840LADPIT,Pittsburgh Pirates,Los Angeles Dodgers,Los Angeles Dodgers,Los Angeles Dodgers,1,-5,1.5,Los Angeles Dodgers,7,9.5,0.615,0.385,yes
2026-06-11,KXMLBGAME-26JUN111510CHCCOL,Colorado Rockies,Chicago Cubs,Chicago Cubs,Chicago Cubs,1,-1,1.5,Chicago Cubs,9,11,0.585,0.425,yes
2026-06-11,KXMLBGAME-26JUN111410TEXKC,Kansas City Royals,Texas Rangers,Texas Rangers,Texas Rangers,1,-2,1.5,Texas Rangers,4,10.5,0.485,0.515,yes
2026-06-11,KXMLBGAME-26JUN111310MINDET,Detroit Tigers,Minnesota Twins,Minnesota Twins,Detroit Tigers,0,-1,-1.5,Detroit Tigers,7,9.5,0.46499999999999997,0.545,no
2026-06-11,KXMLBGAME-26JUN111310STLNYM,New York Mets,St. Louis Cardinals,New York Mets,New York Mets,1,1,-1.5,New York Mets,3,9,0.575,0.425,yes
2026-06-11,KXMLBGAME-26JUN111310AZMIA,Miami Marlins,Arizona Diamondbacks,Miami Marlins,Miami Marlins,1,3,-1.5,Miami Marlins,5,8.5,0.535,0.46499999999999997,yes
2026-06-10,KXMLBGAME-26JUN102138HOULAA,Los Angeles Angels,Houston Astros,Los Angeles Angels,Los Angeles Angels,1,3,1.5,Houston Astros,5,8.5,0.525,0.475,yes
2026-06-10,KXMLBGAME-26JUN102105MILATH,Oakland Athletics,Milwaukee Brewers,Oakland Athletics,Oakland Athletics,1,2,1.5,Milwaukee Brewers,14,14.5,0.505,0.495,yes
2026-06-10,KXMLBGAME-26JUN102040CHCCOL,Colorado Rockies,Chicago Cubs,Chicago Cubs,Colorado Rockies,0,-3,1.5,Chicago Cubs,13,12,0.615,0.385,no
2026-06-10,KXMLBGAME-26JUN101940TEXKC,Kansas City Royals,Texas Rangers,Texas Rangers,Texas Rangers,1,-1,1.5,Texas Rangers,11,10,0.525,0.475,yes
2026-06-10,KXMLBGAME-26JUN101940ATLCWS,Chicago White Sox,Atlanta Braves,Atlanta Braves,Chicago White Sox,0,-2,1.5,Atlanta Braves,4,7,0.575,0.425,no
2026-06-10,KXMLBGAME-26JUN101910STLNYM,New York Mets,St. Louis Cardinals,New York Mets,St. Louis Cardinals,0,1,-1.5,New York Mets,3,8.5,0.555,0.445,no
2026-06-10,KXMLBGAME-26JUN101907PHITOR,Toronto Blue Jays,Philadelphia Phillies,Philadelphia Phillies,Philadelphia Phillies,1,-2,1.5,Philadelphia Phillies,10,9,0.555,0.445,yes
2026-06-10,KXMLBGAME-26JUN101840MINDET,Detroit Tigers,Minnesota Twins,Minnesota Twins,Minnesota Twins,1,-5,-1.5,Detroit Tigers,11,9.5,0.395,0.615,yes
2026-06-10,KXMLBGAME-26JUN101840AZMIA,Miami Marlins,Arizona Diamondbacks,Arizona Diamondbacks,Miami Marlins,0,-1,1.5,Arizona Diamondbacks,9,8.5,0.515,0.485,no
2026-06-10,KXMLBGAME-26JUN101835SEABAL,Baltimore Orioles,Seattle Mariners,Seattle Mariners,Baltimore Orioles,0,-4,1.5,Seattle Mariners,6,9,0.505,0.495,no
2026-06-10,KXMLBGAME-26JUN101840LADPIT,Pittsburgh Pirates,Los Angeles Dodgers,Los Angeles Dodgers,Pittsburgh Pirates,0,-2,1.5,Los Angeles Dodgers,6,8.5,0.655,0.355,no
2026-06-10,KXMLBGAME-26JUN101610CINSD,San Diego Padres,Cincinnati Reds,San Diego Padres,San Diego Padres,1,4,-1.5,San Diego Padres,8,8.5,0.595,0.405,yes
2026-06-10,KXMLBGAME-26JUN101545WSHSF,San Francisco Giants,Washington Nationals,Washington Nationals,San Francisco Giants,0,-1,1.5,Washington Nationals,5,8.5,0.505,0.505,no
2026-06-10,KXMLBGAME-26JUN101310NYYCLE,Cleveland Guardians,New York Yankees,New York Yankees,New York Yankees,1,-1,1.5,New York Yankees,7,7.5,0.485,0.515,yes
2026-06-10,KXMLBGAME-26JUN101310BOSTB,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays,Tampa Bay Rays,1,2,-1.5,Tampa Bay Rays,6,7.5,0.595,0.405,yes
2026-06-09,KXMLBGAME-26JUN092205MILATH,Oakland Athletics,Milwaukee Brewers,Milwaukee Brewers,Oakland Athletics,0,-5,1.5,Milwaukee Brewers,7,13.5,0.515,0.485,no
2026-06-09,KXMLBGAME-26JUN092140CINSD,San Diego Padres,Cincinnati Reds,Cincinnati Reds,Cincinnati Reds,1,-1,1.5,Cincinnati Reds,5,7.5,0.545,0.455,yes
2026-06-09,KXMLBGAME-26JUN092138HOULAA,Los Angeles Angels,Houston Astros,Los Angeles Angels,Los Angeles Angels,1,3,1.5,Houston Astros,7,8.5,0.46499999999999997,0.535,yes
2026-06-09,KXMLBGAME-26JUN092145WSHSF,San Francisco Giants,Washington Nationals,Washington Nationals,Washington Nationals,1,-1,1.5,Washington Nationals,9,8.5,0.505,0.495,yes
2026-06-09,KXMLBGAME-26JUN092040CHCCOL,Colorado Rockies,Chicago Cubs,Chicago Cubs,Colorado Rockies,0,-3,1.5,Chicago Cubs,9,12.5,0.595,0.405,no
2026-06-09,KXMLBGAME-26JUN091940ATLCWS,Chicago White Sox,Atlanta Braves,Atlanta Braves,Chicago White Sox,0,-1,1.5,Atlanta Braves,5,9,0.585,0.415,no
2026-06-09,KXMLBGAME-26JUN091940TEXKC,Kansas City Royals,Texas Rangers,Texas Rangers,Kansas City Royals,0,-1,1.5,Texas Rangers,3,9.5,0.535,0.46499999999999997,no
2026-06-09,KXMLBGAME-26JUN091910STLNYM,New York Mets,St. Louis Cardinals,New York Mets,St. Louis Cardinals,0,1,-1.5,New York Mets,3,8,0.545,0.455,no
2026-06-09,KXMLBGAME-26JUN091907PHITOR,Toronto Blue Jays,Philadelphia Phillies,Toronto Blue Jays,Toronto Blue Jays,1,1,1.5,Philadelphia Phillies,5,7,0.505,0.495,yes
2026-06-09,KXMLBGAME-26JUN091840AZMIA,Miami Marlins,Arizona Diamondbacks,Miami Marlins,Miami Marlins,1,2,-1.5,Miami Marlins,6,8,0.575,0.425,yes
2026-06-09,KXMLBGAME-26JUN091835SEABAL,Baltimore Orioles,Seattle Mariners,Seattle Mariners,Seattle Mariners,1,-4,1.5,Seattle Mariners,8,8.5,0.525,0.475,yes
2026-06-09,KXMLBGAME-26JUN091840BOSTB,Tampa Bay Rays,Boston Red Sox,Tampa Bay Rays,Tampa Bay Rays,1,4,1.5,Boston Red Sox,6,7.5,0.475,0.525,yes
2026-06-09,KXMLBGAME-26JUN091840NYYCLE,Cleveland Guardians,New York Yankees,New York Yankees,New York Yankees,1,-3,1.5,New York Yankees,7,8.5,0.525,0.475,yes
2026-06-09,KXMLBGAME-26JUN091840MINDET,Detroit Tigers,Minnesota Twins,Detroit Tigers,Detroit Tigers,1,1,-1.5,Detroit Tigers,9,8.5,0.545,0.455,yes
2026-06-09,KXMLBGAME-26JUN091840LADPIT,Pittsburgh Pirates,Los Angeles Dodgers,Pittsburgh Pirates,Los Angeles Dodgers,0,2,1.5,Los Angeles Dodgers,8,8.5,0.515,0.485,no
2026-06-08,KXMLBGAME-26JUN082205MILATH,Oakland Athletics,Milwaukee Brewers,Milwaukee Brewers,Milwaukee Brewers,1,-3,1.5,Milwaukee Brewers,7,11,0.585,0.415,yes
2026-06-08,KXMLBGAME-26JUN082138HOULAA,Los Angeles Angels,Houston Astros,Houston Astros,Houston Astros,1,-3,1.5,Houston Astros,7,9.5,0.545,0.455,yes
2026-06-08,KXMLBGAME-26JUN082145WSHSF,San Francisco Giants,Washington Nationals,Washington Nationals,Washington Nationals,1,-2,-1.5,San Francisco Giants,6,8,0.415,0.585,yes
2026-06-08,KXMLBGAME-26JUN082140CINSD,San Diego Padres,Cincinnati Reds,Cincinnati Reds,San Diego Padres,0,-1,-1.5,San Diego Padres,5,7.5,0.445,0.56,no
2026-06-08,KXMLBGAME-26JUN081907PHITOR,Toronto Blue Jays,Philadelphia Phillies,Philadelphia Phillies,Philadelphia Phillies,1,-1,1.5,Philadelphia Phillies,5,7,0.615,0.385,yes
2026-06-08,KXMLBGAME-26JUN081840BOSTB,Tampa Bay Rays,Boston Red Sox,Boston Red Sox,Tampa Bay Rays,0,-3,1.5,Boston Red Sox,5,8,0.505,0.495,no
2026-06-08,KXMLBGAME-26JUN081835SEABAL,Baltimore Orioles,Seattle Mariners,Seattle Mariners,Seattle Mariners,1,-3,1.5,Seattle Mariners,5,9.5,0.535,0.46499999999999997,yes
2026-06-08,KXMLBGAME-26JUN081840NYYCLE,Cleveland Guardians,New York Yankees,New York Yankees,New York Yankees,1,-1,-1.5,Cleveland Guardians,3,7.5,0.46499999999999997,0.545,yes
2026-06-07,KXMLBGAME-26JUN072030SFCHC,Chicago Cubs,San Francisco Giants,Chicago Cubs,San Francisco Giants,0,2,-1.5,Chicago Cubs,10,8.5,0.535,0.46499999999999997,no
